text,label
Ball surface damage causes intermittent contact anomalies. Vibration characteristics change with bearing cage rotation. Ball spin frequency (BSF) components appear in the frequency spectrum. Frequency components related to ball spin frequency and its harmonics are detected.,3
Spectral components at twice the ball spin frequency indicate rolling element damage. Ball fault severity is assessed through changes in vibration statistical indicators. Amplitude instability in vibration suggests rolling element surface irregularity. Cage frequency sidebands surround the ball defect frequency peaks.,3
Outer race pitting creates periodic loading variation on rolling elements. The outer race fault characteristic frequency (BPFO) is clearly visible. The time-domain signal contains periodic transients with moderate amplitude.,2
All monitoring parameters indicate healthy bearing condition. The overall vibration intensity is within the normal operating range. Vibration signals show minimal fluctuation during operation. The frequency spectrum shows no abnormal peaks or harmonic components.,0
Inner race surface degradation is detected through vibration monitoring. The kurtosis value of vibration signal is elevated indicating impulsive behavior. Ball pass frequency inner race (BPFI) components dominate the spectrum.,1
Spectral analysis reveals a flat and uniform frequency distribution. No sideband frequencies are observed around the main spectral peaks. The bearing lubrication condition is adequate and effective. The bearing vibration is smooth with consistent amplitude.,0
No characteristic fault frequencies are present in the spectrum. Peak-to-peak vibration amplitude is stable across measurement cycles. The bearing vibration is smooth with consistent amplitude. All monitoring parameters indicate healthy bearing condition. The bearing lubrication condition is adequate and effective.,0
The overall vibration intensity is within the normal operating range. The frequency spectrum shows no abnormal peaks or harmonic components. The bearing operates under normal conditions with no signs of degradation. All monitoring parameters indicate healthy bearing condition. Spectral energy is concentrated at the fundamental rotation frequency.,0
Ball pass frequency outer race dominates the lower frequency spectrum. An outer race defect has developed on the bearing. Periodic impulsive behavior is observed without shaft speed modulation. The outer race fault characteristic frequency (BPFO) is clearly visible.,2
The bearing shows signs of inner race spalling or pitting. The inner race fault characteristic frequency and its harmonics are prominent. An inner race defect is developing on the bearing surface. The vibration amplitude shows modulation at the shaft rotation frequency.,1
Ball surface damage causes intermittent contact anomalies. Frequency components related to ball spin frequency and its harmonics are detected. Spectral components at twice the ball spin frequency indicate rolling element damage. The rolling element fault produces variable vibration depending on defect orientation. Non-periodic transient spikes indicate rolling element surface damage. Irregular and erratic impulses appear in the vibration signal.,3
The inner race fault characteristic frequency and its harmonics are prominent. The fault is located on the inner raceway of the bearing. Periodic transient impacts are observed in the vibration waveform. Sidebands spaced at shaft speed appear around the BPFI peaks.,1
Localized damage on the inner race causes periodic impact excitation. The time-domain signal exhibits sharp spikes with high crest factor. High-frequency resonance bands are excited by inner race fault impacts. The vibration amplitude shows modulation at the shaft rotation frequency. Inner race fault progression is indicated by increasing vibration severity.,1
The time-domain signal exhibits sharp spikes with high crest factor. Impulsive vibration components appear at regular intervals corresponding to inner race defect. Ball pass frequency inner race (BPFI) components dominate the spectrum. Sidebands spaced at shaft speed appear around the BPFI peaks. Inner race surface degradation is detected through vibration monitoring.,1
Low-frequency periodic impulses characterize the vibration pattern. Periodic impulsive behavior is observed without shaft speed modulation. Ball pass frequency outer race dominates the lower frequency spectrum. Outer race pitting creates periodic loading variation on rolling elements. Multiple harmonics of the outer race defect frequency are present. The bearing exhibits outer raceway surface damage.,2
The frequency domain is clean with only shaft rotation frequency visible. No significant vibration spikes are detected in the time domain. All monitoring parameters indicate healthy bearing condition. No characteristic fault frequencies are present in the spectrum.,0
The bearing lubrication condition is adequate and effective. The frequency domain is clean with only shaft rotation frequency visible. The overall vibration intensity is within the normal operating range. The machinery runs smoothly without any unusual acoustic emissions. Spectral analysis reveals a flat and uniform frequency distribution.,0
The bearing lubrication condition is adequate and effective. The bearing operates under normal conditions with no signs of degradation. Spectral energy is concentrated at the fundamental rotation frequency. The bearing vibration is smooth with consistent amplitude. No significant vibration spikes are detected in the time domain. Spectral analysis reveals a flat and uniform frequency distribution.,0
The bearing exhibits outer raceway surface damage. Ball pass frequency outer race dominates the lower frequency spectrum. Repetitive impacts at constant intervals indicate outer race damage. Outer race defect frequency components maintain stable amplitude over time. The fault location on the outer race is confirmed by directional vibration analysis.,2
Outer race defect frequency components maintain stable amplitude over time. Outer race pitting creates periodic loading variation on rolling elements. The vibration signal shows amplitude modulation at outer race defect frequency. The frequency spectrum shows BPFO with limited sideband activity. The shock pulse pattern is consistent with outer race surface defects.,2
The vibration amplitude remains at a low and stable level. Spectral energy is concentrated at the fundamental rotation frequency. The bearing operates under normal conditions with no signs of degradation.,0
No abnormal wear patterns are detected during inspection. Peak-to-peak vibration amplitude is stable across measurement cycles. The frequency spectrum shows no abnormal peaks or harmonic components. Vibration signals show minimal fluctuation during operation. Spectral analysis reveals a flat and uniform frequency distribution.,0
Peak-to-peak vibration amplitude is stable across measurement cycles. Spectral analysis reveals a flat and uniform frequency distribution. Operating temperature and noise levels are within acceptable limits. The bearing lubrication condition is adequate and effective.,0
The time-domain signal shows intermittent bursts of high vibration. The impact pattern is irregular due to rolling element defect orientation changes. Frequency components related to ball spin frequency and its harmonics are detected. Rolling element damage creates complex fault signatures in vibration data. Ball spin frequency (BSF) components appear in the frequency spectrum.,3
Ball pass frequency inner race (BPFI) components dominate the spectrum. The kurtosis value of vibration signal is elevated indicating impulsive behavior. The inner race fault characteristic frequency and its harmonics are prominent. Inner race fault progression is indicated by increasing vibration severity.,1
RMS vibration values are well below the warning threshold. No sideband frequencies are observed around the main spectral peaks. The overall vibration intensity is within the normal operating range. All monitoring parameters indicate healthy bearing condition.,0
Sidebands spaced at shaft speed appear around the BPFI peaks. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The vibration amplitude shows modulation at the shaft rotation frequency. The fault is located on the inner raceway of the bearing.,1
The vibration amplitude remains at a low and stable level. The frequency domain is clean with only shaft rotation frequency visible. No significant vibration spikes are detected in the time domain. The machinery runs smoothly without any unusual acoustic emissions. Spectral analysis reveals a flat and uniform frequency distribution.,0
Inner race surface degradation is detected through vibration monitoring. Localized damage on the inner race causes periodic impact excitation. The kurtosis value of vibration signal is elevated indicating impulsive behavior. The vibration amplitude shows modulation at the shaft rotation frequency. The frequency spectrum reveals inner race defect frequency at multiple harmonics.,1
No significant vibration spikes are detected in the time domain. No characteristic fault frequencies are present in the spectrum. The bearing operates under normal conditions with no signs of degradation. The bearing vibration is smooth with consistent amplitude. Spectral energy is concentrated at the fundamental rotation frequency.,0
Periodic transient impacts are observed in the vibration waveform. The kurtosis value of vibration signal is elevated indicating impulsive behavior. Inner race fault progression is indicated by increasing vibration severity. Sidebands spaced at shaft speed appear around the BPFI peaks. An inner race defect is developing on the bearing surface.,1
Vibration characteristics change with bearing cage rotation. Irregular and erratic impulses appear in the vibration signal. The rolling element fault produces variable vibration depending on defect orientation. Cage frequency sidebands surround the ball defect frequency peaks. Surface spalling on rolling elements leads to unstable vibration patterns. Spectral components at twice the ball spin frequency indicate rolling element damage.,3
The frequency spectrum shows BPFO with limited sideband activity. Periodic impulsive behavior is observed without shaft speed modulation. Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage. Stationary outer race damage produces consistent impact patterns.,2
The vibration amplitude remains at a low and stable level. Operating temperature and noise levels are within acceptable limits. The frequency domain is clean with only shaft rotation frequency visible. No abnormal wear patterns are detected during inspection. Spectral analysis reveals a flat and uniform frequency distribution. Vibration signals show minimal fluctuation during operation.,0
Frequency components related to ball spin frequency and its harmonics are detected. Amplitude instability in vibration suggests rolling element surface irregularity. Rolling element damage creates complex fault signatures in vibration data. The spectrum contains rolling element defect frequency with cage frequency modulation. Ball surface damage causes intermittent contact anomalies.,3
Spectral energy is concentrated at the fundamental rotation frequency. The bearing operates under normal conditions with no signs of degradation. Operating temperature and noise levels are within acceptable limits. Vibration signals show minimal fluctuation during operation.,0
The fault is located on the inner raceway of the bearing. The frequency spectrum reveals inner race defect frequency at multiple harmonics. High-frequency periodic impulses are detected in the vibration signal. The time-domain signal exhibits sharp spikes with high crest factor.,1
Irregular and erratic impulses appear in the vibration signal. Rolling element damage creates complex fault signatures in vibration data. The envelope spectrum reveals ball fault frequency modulated by cage speed.,3
Peak-to-peak vibration amplitude is stable across measurement cycles. The machinery runs smoothly without any unusual acoustic emissions. No sideband frequencies are observed around the main spectral peaks.,0
An outer race defect has developed on the bearing. Multiple harmonics of the outer race defect frequency are present. Envelope spectrum peaks correspond to outer race characteristic frequency. Low-frequency periodic impulses characterize the vibration pattern.,2
The frequency spectrum reveals inner race defect frequency at multiple harmonics. The vibration amplitude shows modulation at the shaft rotation frequency. The bearing shows signs of inner race spalling or pitting. Periodic transient impacts are observed in the vibration waveform.,1
The outer race fault characteristic frequency (BPFO) is clearly visible. An outer race defect has developed on the bearing. The shock pulse pattern is consistent with outer race surface defects. Repetitive impacts at constant intervals indicate outer race damage. Envelope spectrum peaks correspond to outer race characteristic frequency.,2
No significant vibration spikes are detected in the time domain. No characteristic fault frequencies are present in the spectrum. The machinery runs smoothly without any unusual acoustic emissions. Peak-to-peak vibration amplitude is stable across measurement cycles. Spectral analysis reveals a flat and uniform frequency distribution.,0
Envelope spectrum peaks correspond to outer race characteristic frequency. Outer race fault is identified through characteristic frequency analysis. Low-frequency periodic impulses characterize the vibration pattern.,2
The bearing lubrication condition is adequate and effective. Spectral energy is concentrated at the fundamental rotation frequency. The bearing vibration is smooth with consistent amplitude. The vibration amplitude remains at a low and stable level.,0
The vibration amplitude remains at a low and stable level. All monitoring parameters indicate healthy bearing condition. The frequency domain is clean with only shaft rotation frequency visible. Vibration signals show minimal fluctuation during operation. The frequency spectrum shows no abnormal peaks or harmonic components.,0
The bearing operates under normal conditions with no signs of degradation. Peak-to-peak vibration amplitude is stable across measurement cycles. The overall vibration intensity is within the normal operating range. Spectral energy is concentrated at the fundamental rotation frequency.,0
The vibration amplitude remains at a low and stable level. The frequency domain is clean with only shaft rotation frequency visible. RMS vibration values are well below the warning threshold. The bearing operates under normal conditions with no signs of degradation. All monitoring parameters indicate healthy bearing condition.,0
Ball fault severity is assessed through changes in vibration statistical indicators. Non-periodic transient spikes indicate rolling element surface damage. The spectrum contains rolling element defect frequency with cage frequency modulation. Ball surface damage causes intermittent contact anomalies.,3
The vibration amplitude shows modulation at the shaft rotation frequency. Periodic transient impacts are observed in the vibration waveform. High-frequency resonance bands are excited by inner race fault impacts. Inner race fault progression is indicated by increasing vibration severity.,1
Ball pass frequency outer race dominates the lower frequency spectrum. Periodic impulsive behavior is observed without shaft speed modulation. The bearing exhibits outer raceway surface damage. The outer race fault characteristic frequency (BPFO) is clearly visible. Repetitive impacts at constant intervals indicate outer race damage. Outer race fault is identified through characteristic frequency analysis.,2
The fault is located on the inner raceway of the bearing. High-frequency resonance bands are excited by inner race fault impacts. Inner race fault progression is indicated by increasing vibration severity. The time-domain signal exhibits sharp spikes with high crest factor.,1
Localized damage on the inner race causes periodic impact excitation. Ball pass frequency inner race (BPFI) components dominate the spectrum. High-frequency periodic impulses are detected in the vibration signal. Sidebands spaced at shaft speed appear around the BPFI peaks. An inner race defect is developing on the bearing surface. Vibration energy increases notably in the high-frequency band.,1
The fault location on the outer race is confirmed by directional vibration analysis. Stationary outer race damage produces consistent impact patterns. Multiple harmonics of the outer race defect frequency are present. Repetitive impacts at constant intervals indicate outer race damage.,2
Cage frequency sidebands surround the ball defect frequency peaks. Ball fault severity is assessed through changes in vibration statistical indicators. The vibration amplitude fluctuates unpredictably during operation.,3
Inner race surface degradation is detected through vibration monitoring. The kurtosis value of vibration signal is elevated indicating impulsive behavior. Envelope analysis highlights the inner race fault frequency. The inner race fault characteristic frequency and its harmonics are prominent.,1
High-frequency resonance bands are excited by inner race fault impacts. Inner race surface degradation is detected through vibration monitoring. The frequency spectrum reveals inner race defect frequency at multiple harmonics. The kurtosis value of vibration signal is elevated indicating impulsive behavior. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
Ball surface damage causes intermittent contact anomalies. Ball fault severity is assessed through changes in vibration statistical indicators. Ball spin frequency (BSF) components appear in the frequency spectrum. Vibration characteristics change with bearing cage rotation. The impact pattern is irregular due to rolling element defect orientation changes.,3
The vibration amplitude shows modulation at the shaft rotation frequency. The frequency spectrum reveals inner race defect frequency at multiple harmonics. The bearing shows signs of inner race spalling or pitting. Periodic transient impacts are observed in the vibration waveform. Sidebands spaced at shaft speed appear around the BPFI peaks.,1
Outer race defect frequency components maintain stable amplitude over time. Low-frequency periodic impulses characterize the vibration pattern. The vibration signal shows amplitude modulation at outer race defect frequency. Outer race pitting creates periodic loading variation on rolling elements. Multiple harmonics of the outer race defect frequency are present. Outer race fault is identified through characteristic frequency analysis.,2
The frequency spectrum shows BPFO with limited sideband activity. An outer race defect has developed on the bearing. Outer race pitting creates periodic loading variation on rolling elements. The shock pulse pattern is consistent with outer race surface defects. Envelope spectrum peaks correspond to outer race characteristic frequency. Vibration levels increase in the low-to-mid frequency range.,2
The fault is located on the inner raceway of the bearing. The time-domain signal exhibits sharp spikes with high crest factor. The inner race fault characteristic frequency and its harmonics are prominent. Envelope analysis highlights the inner race fault frequency.,1
Ball pass frequency outer race dominates the lower frequency spectrum. Stationary outer race damage produces consistent impact patterns. The frequency spectrum shows BPFO with limited sideband activity. The shock pulse pattern is consistent with outer race surface defects.,2
Inner race surface degradation is detected through vibration monitoring. The kurtosis value of vibration signal is elevated indicating impulsive behavior. The time-domain signal exhibits sharp spikes with high crest factor. Inner race fault progression is indicated by increasing vibration severity. The inner race fault characteristic frequency and its harmonics are prominent.,1
Outer race pitting creates periodic loading variation on rolling elements. Multiple harmonics of the outer race defect frequency are present. Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage.,2
Envelope spectrum peaks correspond to outer race characteristic frequency. Repetitive impacts at constant intervals indicate outer race damage. The fault location on the outer race is confirmed by directional vibration analysis.,2
Stationary outer race damage produces consistent impact patterns. Outer race defect frequency components maintain stable amplitude over time. Periodic impulsive behavior is observed without shaft speed modulation. The shock pulse pattern is consistent with outer race surface defects. The outer race fault characteristic frequency (BPFO) is clearly visible.,2
The bearing vibration is smooth with consistent amplitude. Spectral energy is concentrated at the fundamental rotation frequency. No abnormal wear patterns are detected during inspection. RMS vibration values are well below the warning threshold. The frequency domain is clean with only shaft rotation frequency visible. Operating temperature and noise levels are within acceptable limits.,0
The shock pulse pattern is consistent with outer race surface defects. Outer race defect frequency components maintain stable amplitude over time. Stationary outer race damage produces consistent impact patterns. The time-domain signal contains periodic transients with moderate amplitude.,2
Ball pass frequency outer race dominates the lower frequency spectrum. Envelope spectrum peaks correspond to outer race characteristic frequency. Periodic impulsive behavior is observed without shaft speed modulation. Outer race fault is identified through characteristic frequency analysis.,2
Spectral components at twice the ball spin frequency indicate rolling element damage. Ball surface damage causes intermittent contact anomalies. Irregular and erratic impulses appear in the vibration signal. Amplitude instability in vibration suggests rolling element surface irregularity.,3
Repetitive impacts at constant intervals indicate outer race damage. Outer race fault is identified through characteristic frequency analysis. The frequency spectrum shows BPFO with limited sideband activity. The bearing exhibits outer raceway surface damage.,2
No sideband frequencies are observed around the main spectral peaks. The overall vibration intensity is within the normal operating range. Spectral analysis reveals a flat and uniform frequency distribution. All monitoring parameters indicate healthy bearing condition. The machinery runs smoothly without any unusual acoustic emissions.,0
Stationary outer race damage produces consistent impact patterns. Multiple harmonics of the outer race defect frequency are present. Low-frequency periodic impulses characterize the vibration pattern. The outer race fault characteristic frequency (BPFO) is clearly visible. The bearing exhibits outer raceway surface damage. Vibration levels increase in the low-to-mid frequency range.,2
No sideband frequencies are observed around the main spectral peaks. The bearing lubrication condition is adequate and effective. RMS vibration values are well below the warning threshold. The vibration amplitude remains at a low and stable level. The bearing operates under normal conditions with no signs of degradation.,0
The machinery runs smoothly without any unusual acoustic emissions. Spectral analysis reveals a flat and uniform frequency distribution. Vibration signals show minimal fluctuation during operation. The frequency spectrum shows no abnormal peaks or harmonic components. No abnormal wear patterns are detected during inspection. No significant vibration spikes are detected in the time domain.,0
Ball pass frequency outer race dominates the lower frequency spectrum. Multiple harmonics of the outer race defect frequency are present. Low-frequency periodic impulses characterize the vibration pattern. The fault location on the outer race is confirmed by directional vibration analysis.,2
Spectral analysis reveals a flat and uniform frequency distribution. No abnormal wear patterns are detected during inspection. The vibration amplitude remains at a low and stable level. Vibration signals show minimal fluctuation during operation. The machinery runs smoothly without any unusual acoustic emissions. The frequency domain is clean with only shaft rotation frequency visible.,0
No abnormal wear patterns are detected during inspection. Operating temperature and noise levels are within acceptable limits. No significant vibration spikes are detected in the time domain. Spectral analysis reveals a flat and uniform frequency distribution. Vibration signals show minimal fluctuation during operation. The frequency domain is clean with only shaft rotation frequency visible.,0
High-frequency periodic impulses are detected in the vibration signal. Sidebands spaced at shaft speed appear around the BPFI peaks. The kurtosis value of vibration signal is elevated indicating impulsive behavior. An inner race defect is developing on the bearing surface.,1
An outer race defect has developed on the bearing. Repetitive impacts at constant intervals indicate outer race damage. Ball pass frequency outer race dominates the lower frequency spectrum.,2
The frequency spectrum shows no abnormal peaks or harmonic components. The bearing lubrication condition is adequate and effective. The machinery runs smoothly without any unusual acoustic emissions. The overall vibration intensity is within the normal operating range. RMS vibration values are well below the warning threshold.,0
The kurtosis value of vibration signal is elevated indicating impulsive behavior. The fault is located on the inner raceway of the bearing. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Impulsive vibration components appear at regular intervals corresponding to inner race defect.,1
The envelope spectrum reveals ball fault frequency modulated by cage speed. Irregular and erratic impulses appear in the vibration signal. A rolling element defect is present in the bearing.,3
Stationary outer race damage produces consistent impact patterns. The vibration signal shows amplitude modulation at outer race defect frequency. Outer race defect frequency components maintain stable amplitude over time. Ball pass frequency outer race dominates the lower frequency spectrum.,2
RMS vibration values are well below the warning threshold. The machinery runs smoothly without any unusual acoustic emissions. No significant vibration spikes are detected in the time domain. The frequency spectrum shows no abnormal peaks or harmonic components. No characteristic fault frequencies are present in the spectrum.,0
Ball spin frequency (BSF) components appear in the frequency spectrum. Ball fault severity is assessed through changes in vibration statistical indicators. The vibration amplitude fluctuates unpredictably during operation. Frequency components related to ball spin frequency and its harmonics are detected.,3
Stationary outer race damage produces consistent impact patterns. Multiple harmonics of the outer race defect frequency are present. Low-frequency periodic impulses characterize the vibration pattern. The shock pulse pattern is consistent with outer race surface defects. The outer race fault characteristic frequency (BPFO) is clearly visible.,2
The time-domain signal exhibits sharp spikes with high crest factor. High-frequency periodic impulses are detected in the vibration signal. Ball pass frequency inner race (BPFI) components dominate the spectrum. Inner race fault progression is indicated by increasing vibration severity.,1
An outer race defect has developed on the bearing. The frequency spectrum shows BPFO with limited sideband activity. The shock pulse pattern is consistent with outer race surface defects. Vibration levels increase in the low-to-mid frequency range.,2
The frequency domain is clean with only shaft rotation frequency visible. RMS vibration values are well below the warning threshold. The vibration amplitude remains at a low and stable level. No characteristic fault frequencies are present in the spectrum. The machinery runs smoothly without any unusual acoustic emissions.,0
The machinery runs smoothly without any unusual acoustic emissions. No sideband frequencies are observed around the main spectral peaks. The overall vibration intensity is within the normal operating range. The bearing operates under normal conditions with no signs of degradation. Peak-to-peak vibration amplitude is stable across measurement cycles.,0
The frequency domain is clean with only shaft rotation frequency visible. The bearing vibration is smooth with consistent amplitude. Operating temperature and noise levels are within acceptable limits.,0
The vibration amplitude remains at a low and stable level. The frequency spectrum shows no abnormal peaks or harmonic components. The frequency domain is clean with only shaft rotation frequency visible. The overall vibration intensity is within the normal operating range. The bearing lubrication condition is adequate and effective.,0
Surface spalling on rolling elements leads to unstable vibration patterns. Non-periodic transient spikes indicate rolling element surface damage. Spectral components at twice the ball spin frequency indicate rolling element damage.,3
Ball fault severity is assessed through changes in vibration statistical indicators. The envelope spectrum reveals ball fault frequency modulated by cage speed. The rolling element fault produces variable vibration depending on defect orientation. The impact pattern is irregular due to rolling element defect orientation changes. Non-periodic transient spikes indicate rolling element surface damage.,3
Inner race surface degradation is detected through vibration monitoring. Sidebands spaced at shaft speed appear around the BPFI peaks. Periodic transient impacts are observed in the vibration waveform. An inner race defect is developing on the bearing surface.,1
Envelope spectrum peaks correspond to outer race characteristic frequency. The time-domain signal contains periodic transients with moderate amplitude. Outer race fault is identified through characteristic frequency analysis. The shock pulse pattern is consistent with outer race surface defects. Outer race pitting creates periodic loading variation on rolling elements.,2
The kurtosis value of vibration signal is elevated indicating impulsive behavior. An inner race defect is developing on the bearing surface. Ball pass frequency inner race (BPFI) components dominate the spectrum. The inner race fault characteristic frequency and its harmonics are prominent.,1
Cage frequency sidebands surround the ball defect frequency peaks. Rolling element damage creates complex fault signatures in vibration data. Spectral components at twice the ball spin frequency indicate rolling element damage. The time-domain signal shows intermittent bursts of high vibration. Irregular and erratic impulses appear in the vibration signal.,3
No characteristic fault frequencies are present in the spectrum. RMS vibration values are well below the warning threshold. The bearing lubrication condition is adequate and effective. The bearing operates under normal conditions with no signs of degradation.,0
Spectral components at twice the ball spin frequency indicate rolling element damage. The rolling element fault produces variable vibration depending on defect orientation. Amplitude instability in vibration suggests rolling element surface irregularity. Ball surface damage causes intermittent contact anomalies. The spectrum contains rolling element defect frequency with cage frequency modulation.,3
An outer race defect has developed on the bearing. Multiple harmonics of the outer race defect frequency are present. Periodic impulsive behavior is observed without shaft speed modulation.,2
The fault is located on the inner raceway of the bearing. Envelope analysis highlights the inner race fault frequency. High-frequency periodic impulses are detected in the vibration signal. Inner race surface degradation is detected through vibration monitoring.,1
The overall vibration intensity is within the normal operating range. Spectral energy is concentrated at the fundamental rotation frequency. Operating temperature and noise levels are within acceptable limits. Vibration signals show minimal fluctuation during operation.,0
RMS vibration values are well below the warning threshold. The bearing operates under normal conditions with no signs of degradation. The vibration amplitude remains at a low and stable level. No sideband frequencies are observed around the main spectral peaks.,0
The vibration amplitude shows modulation at the shaft rotation frequency. Sidebands spaced at shaft speed appear around the BPFI peaks. Ball pass frequency inner race (BPFI) components dominate the spectrum. Impulsive vibration components appear at regular intervals corresponding to inner race defect. An inner race defect is developing on the bearing surface.,1
No characteristic fault frequencies are present in the spectrum. No abnormal wear patterns are detected during inspection. No significant vibration spikes are detected in the time domain. The frequency domain is clean with only shaft rotation frequency visible. The vibration amplitude remains at a low and stable level. The bearing lubrication condition is adequate and effective.,0
The vibration amplitude remains at a low and stable level. No characteristic fault frequencies are present in the spectrum. The bearing lubrication condition is adequate and effective.,0
Ball surface damage causes intermittent contact anomalies. The envelope spectrum reveals ball fault frequency modulated by cage speed. The vibration amplitude fluctuates unpredictably during operation.,3
Outer race defect frequency components maintain stable amplitude over time. The fault location on the outer race is confirmed by directional vibration analysis. The vibration signal shows amplitude modulation at outer race defect frequency. Multiple harmonics of the outer race defect frequency are present. The bearing exhibits outer raceway surface damage. The shock pulse pattern is consistent with outer race surface defects.,2
The overall vibration intensity is within the normal operating range. The bearing operates under normal conditions with no signs of degradation. The frequency spectrum shows no abnormal peaks or harmonic components.,0
Localized damage on the inner race causes periodic impact excitation. The vibration amplitude shows modulation at the shaft rotation frequency. The bearing shows signs of inner race spalling or pitting. Periodic transient impacts are observed in the vibration waveform. Envelope analysis highlights the inner race fault frequency.,1
The frequency spectrum shows no abnormal peaks or harmonic components. The bearing vibration is smooth with consistent amplitude. The machinery runs smoothly without any unusual acoustic emissions. Peak-to-peak vibration amplitude is stable across measurement cycles. No characteristic fault frequencies are present in the spectrum.,0
The rolling element fault produces variable vibration depending on defect orientation. Ball spin frequency (BSF) components appear in the frequency spectrum. Vibration characteristics change with bearing cage rotation.,3
Non-periodic transient spikes indicate rolling element surface damage. Spectral components at twice the ball spin frequency indicate rolling element damage. Ball fault severity is assessed through changes in vibration statistical indicators. Irregular and erratic impulses appear in the vibration signal.,3
The impact pattern is irregular due to rolling element defect orientation changes. The spectrum contains rolling element defect frequency with cage frequency modulation. Vibration characteristics change with bearing cage rotation. Rolling element damage creates complex fault signatures in vibration data. Surface spalling on rolling elements leads to unstable vibration patterns.,3
The inner race fault characteristic frequency and its harmonics are prominent. Impulsive vibration components appear at regular intervals corresponding to inner race defect. The bearing shows signs of inner race spalling or pitting. Inner race fault progression is indicated by increasing vibration severity.,1
Vibration levels increase in the low-to-mid frequency range. The time-domain signal contains periodic transients with moderate amplitude. The outer race fault characteristic frequency (BPFO) is clearly visible. Stationary outer race damage produces consistent impact patterns.,2
Periodic transient impacts are observed in the vibration waveform. Envelope analysis highlights the inner race fault frequency. The inner race fault characteristic frequency and its harmonics are prominent. An inner race defect is developing on the bearing surface. Localized damage on the inner race causes periodic impact excitation.,1
Periodic impulsive behavior is observed without shaft speed modulation. The shock pulse pattern is consistent with outer race surface defects. Envelope spectrum peaks correspond to outer race characteristic frequency. An outer race defect has developed on the bearing.,2
Repetitive impacts at constant intervals indicate outer race damage. The outer race fault characteristic frequency (BPFO) is clearly visible. The bearing exhibits outer raceway surface damage. Stationary outer race damage produces consistent impact patterns.,2
The frequency domain is clean with only shaft rotation frequency visible. RMS vibration values are well below the warning threshold. All monitoring parameters indicate healthy bearing condition. The bearing lubrication condition is adequate and effective. Spectral energy is concentrated at the fundamental rotation frequency. The bearing vibration is smooth with consistent amplitude.,0
Ball fault severity is assessed through changes in vibration statistical indicators. Vibration characteristics change with bearing cage rotation. The rolling element fault produces variable vibration depending on defect orientation. Spectral components at twice the ball spin frequency indicate rolling element damage.,3
Operating temperature and noise levels are within acceptable limits. Vibration signals show minimal fluctuation during operation. The bearing lubrication condition is adequate and effective. No sideband frequencies are observed around the main spectral peaks.,0
The shock pulse pattern is consistent with outer race surface defects. Ball pass frequency outer race dominates the lower frequency spectrum. Periodic impulsive behavior is observed without shaft speed modulation. Outer race pitting creates periodic loading variation on rolling elements. The bearing exhibits outer raceway surface damage.,2
Vibration signals show minimal fluctuation during operation. No abnormal wear patterns are detected during inspection. The frequency spectrum shows no abnormal peaks or harmonic components. Spectral analysis reveals a flat and uniform frequency distribution. The bearing operates under normal conditions with no signs of degradation.,0
The machinery runs smoothly without any unusual acoustic emissions. Peak-to-peak vibration amplitude is stable across measurement cycles. No sideband frequencies are observed around the main spectral peaks. The vibration amplitude remains at a low and stable level.,0
The vibration amplitude remains at a low and stable level. All monitoring parameters indicate healthy bearing condition. The machinery runs smoothly without any unusual acoustic emissions. No characteristic fault frequencies are present in the spectrum.,0
Rolling element damage creates complex fault signatures in vibration data. Irregular and erratic impulses appear in the vibration signal. The spectrum contains rolling element defect frequency with cage frequency modulation. A rolling element defect is present in the bearing. Spectral components at twice the ball spin frequency indicate rolling element damage. Vibration characteristics change with bearing cage rotation.,3
Inner race surface degradation is detected through vibration monitoring. The frequency spectrum reveals inner race defect frequency at multiple harmonics. Localized damage on the inner race causes periodic impact excitation. Ball pass frequency inner race (BPFI) components dominate the spectrum. Periodic transient impacts are observed in the vibration waveform.,1
Non-periodic transient spikes indicate rolling element surface damage. The rolling element fault produces variable vibration depending on defect orientation. Surface spalling on rolling elements leads to unstable vibration patterns. Spectral components at twice the ball spin frequency indicate rolling element damage. Cage frequency sidebands surround the ball defect frequency peaks. The impact pattern is irregular due to rolling element defect orientation changes.,3
Ball pass frequency outer race dominates the lower frequency spectrum. Outer race fault is identified through characteristic frequency analysis. Multiple harmonics of the outer race defect frequency are present. Low-frequency periodic impulses characterize the vibration pattern.,2
The frequency spectrum reveals inner race defect frequency at multiple harmonics. The bearing shows signs of inner race spalling or pitting. Localized damage on the inner race causes periodic impact excitation. Envelope analysis highlights the inner race fault frequency. The vibration amplitude shows modulation at the shaft rotation frequency. Periodic transient impacts are observed in the vibration waveform.,1
Impulsive vibration components appear at regular intervals corresponding to inner race defect. Localized damage on the inner race causes periodic impact excitation. An inner race defect is developing on the bearing surface. The inner race fault characteristic frequency and its harmonics are prominent. The vibration amplitude shows modulation at the shaft rotation frequency.,1
High-frequency periodic impulses are detected in the vibration signal. High-frequency resonance bands are excited by inner race fault impacts. The bearing shows signs of inner race spalling or pitting.,1
